,latitude,longitude,state,store_count
0,18.0,-66.6,PR,1
1,18.0,-66.4,PR,1
2,18.0,-66.1,PR,1
3,18.1,-66.6,PR,1
4,18.1,-66.1,PR,1
5,18.1,-65.8,PR,1
6,18.2,-67.1,PR,1
7,18.2,-66.0,PR,1
8,18.3,-65.7,PR,1
9,18.4,-66.5,PR,2
10,18.4,-66.3,PR,1
11,18.4,-66.2,PR,1
12,18.4,-66.1,PR,1
13,18.4,-66.0,PR,1
14,18.4,-65.9,PR,1
15,18.5,-67.0,PR,1
16,18.5,-66.8,PR,1
17,19.6,-156.0,HI,1
18,19.7,-155.1,HI,1
19,20.9,-156.5,HI,1
20,21.3,-158.1,HI,1
21,21.3,-157.9,HI,1
22,21.3,-157.8,HI,1
23,21.4,-158.0,HI,2
24,21.5,-158.0,HI,1
25,22.0,-159.4,HI,1
26,25.5,-80.5,FL,2
27,25.5,-80.4,FL,2
28,25.6,-80.4,FL,1
29,25.7,-80.4,FL,1
30,25.8,-80.3,FL,3
31,25.9,-97.5,TX,1
32,25.9,-80.4,FL,1
33,25.9,-80.3,FL,4
34,25.9,-80.2,FL,2
35,26.0,-97.5,TX,2
36,26.0,-80.4,FL,1
37,26.0,-80.3,FL,3
38,26.0,-80.2,FL,2
39,26.0,-80.1,FL,2
40,26.1,-98.2,TX,1
41,26.1,-98.0,TX,1
42,26.1,-97.6,TX,1
43,26.1,-97.5,TX,1
44,26.1,-97.2,TX,1
45,26.1,-81.8,FL,1
46,26.1,-81.7,FL,2
47,26.1,-80.3,FL,4
48,26.1,-80.2,FL,1
49,26.2,-98.4,TX,1
50,26.2,-98.3,TX,2
51,26.2,-98.2,TX,3
52,26.2,-98.1,TX,1
53,26.2,-98.0,TX,2
54,26.2,-97.7,TX,1
55,26.2,-81.8,FL,1
56,26.2,-80.3,FL,3
57,26.2,-80.2,FL,4
58,26.2,-80.1,FL,1
59,26.3,-98.3,TX,1
60,26.3,-98.2,TX,4
61,26.3,-98.0,TX,1
62,26.3,-81.8,FL,1
63,26.3,-81.7,FL,1
64,26.3,-80.3,FL,2
65,26.3,-80.2,FL,3
66,26.3,-80.1,FL,2
67,26.4,-98.8,TX,1
68,26.4,-80.1,FL,2
69,26.5,-81.9,FL,2
70,26.5,-81.8,FL,1
71,26.5,-80.1,FL,4
72,26.6,-82.0,FL,2
73,26.6,-81.9,FL,2
74,26.6,-81.8,FL,1
75,26.6,-81.7,FL,1
76,26.6,-80.2,FL,1
77,26.6,-80.1,FL,5
78,26.7,-81.9,FL,2
79,26.7,-81.5,FL,1
80,26.7,-80.2,FL,2
81,26.7,-80.1,FL,2
82,26.8,-80.9,FL,1
83,26.8,-80.1,FL,2
84,26.9,-82.3,FL,1
85,26.9,-82.0,FL,1
86,26.9,-80.1,FL,1
87,27.0,-82.4,FL,1
88,27.0,-82.2,FL,1
89,27.0,-82.1,FL,2
90,27.0,-82.0,FL,1
91,27.1,-82.2,FL,1
92,27.2,-82.5,FL,1
93,27.2,-81.8,FL,1
94,27.2,-80.8,FL,1
95,27.2,-80.2,FL,1
96,27.3,-82.5,FL,3
97,27.3,-80.4,FL,4
98,27.3,-80.3,FL,1
99,27.4,-82.6,FL,1
100,27.4,-82.5,FL,4
101,27.4,-80.4,FL,1
102,27.5,-99.5,TX,2
103,27.5,-97.9,TX,1
104,27.5,-82.6,FL,2
105,27.5,-82.5,FL,1
106,27.5,-81.5,FL,1
107,27.6,-99.5,TX,2
108,27.6,-81.8,FL,1
109,27.6,-81.5,FL,1
110,27.6,-80.4,FL,2
111,27.7,-97.4,TX,3
112,27.7,-97.3,TX,1
113,27.7,-82.7,FL,1
114,27.7,-82.3,FL,1
115,27.8,-98.0,TX,1
116,27.8,-82.8,FL,1
117,27.8,-82.7,FL,5
118,27.8,-82.4,FL,1
119,27.8,-82.3,FL,1
120,27.8,-80.5,FL,1
121,27.9,-97.6,TX,1
122,27.9,-97.3,TX,1
123,27.9,-97.2,TX,1
124,27.9,-82.8,FL,3
125,27.9,-82.7,FL,1
126,27.9,-82.5,FL,2
127,27.9,-82.3,FL,4
128,27.9,-82.2,FL,1
129,27.9,-82.0,FL,1
130,27.9,-81.8,FL,1
131,27.9,-81.6,FL,1
132,28.0,-97.0,TX,1
133,28.0,-82.8,FL,2
134,28.0,-82.7,FL,3
135,28.0,-82.6,FL,2
136,28.0,-82.5,FL,5
137,28.0,-82.4,FL,1
138,28.0,-82.3,FL,1
139,28.0,-82.1,FL,1
140,28.0,-82.0,FL,1
141,28.0,-81.7,FL,1
142,28.0,-81.6,FL,1
143,28.0,-80.6,FL,2
144,28.1,-82.7,FL,3
145,28.1,-82.6,FL,1
146,28.1,-82.5,FL,2
147,28.1,-82.4,FL,1
148,28.1,-82.0,FL,1
149,28.1,-81.8,FL,1
150,28.1,-81.6,FL,1
151,28.1,-81.4,FL,1
152,28.1,-80.7,FL,1
153,28.1,-80.6,FL,2
154,28.2,-82.7,FL,1
155,28.2,-82.5,FL,1
156,28.2,-82.4,FL,1
157,28.2,-82.3,FL,1
158,28.2,-81.3,FL,1
159,28.2,-80.7,FL,2
160,28.3,-82.7,FL,3
161,28.3,-82.2,FL,2
162,28.3,-81.6,FL,1
163,28.3,-81.5,FL,2
164,28.3,-81.4,FL,2
165,28.3,-81.3,FL,2
166,28.4,-97.8,TX,1
167,28.4,-81.7,FL,1
168,28.4,-81.5,FL,1
169,28.4,-81.4,FL,4
170,28.4,-81.2,FL,1
171,28.4,-80.8,FL,1
172,28.4,-80.7,FL,1
173,28.5,-99.8,TX,1
174,28.5,-82.6,FL,1
175,28.5,-82.5,FL,2
176,28.5,-82.4,FL,1
177,28.5,-81.7,FL,1
178,28.5,-81.6,FL,1
179,28.5,-81.5,FL,4
180,28.5,-81.4,FL,3
181,28.5,-81.3,FL,5
182,28.5,-81.2,FL,1
183,28.5,-81.1,FL,1
184,28.6,-96.6,TX,1
185,28.6,-81.5,FL,2
186,28.6,-81.4,FL,2
187,28.6,-81.3,FL,4
188,28.6,-81.2,FL,2
189,28.6,-80.8,FL,1
190,28.7,-100.5,TX,1
191,28.7,-82.1,FL,1
192,28.7,-81.4,FL,1
193,28.8,-97.9,TX,1
194,28.8,-97.0,TX,1
195,28.8,-82.5,FL,1
196,28.8,-81.9,FL,1
197,28.8,-81.7,FL,1
198,28.8,-81.3,FL,3
199,28.9,-99.1,TX,1
200,28.9,-98.5,TX,1
201,28.9,-97.0,TX,1
202,28.9,-82.5,FL,1
203,28.9,-82.4,FL,1
204,28.9,-82.0,FL,2
205,28.9,-81.3,FL,2
206,28.9,-81.2,FL,2
207,29.0,-95.9,TX,1
208,29.0,-95.5,TX,1
209,29.0,-82.0,FL,1
210,29.0,-81.3,FL,1
211,29.0,-81.0,FL,1
212,29.1,-98.9,TX,1
213,29.1,-97.3,TX,1
214,29.1,-82.5,FL,1
215,29.1,-82.3,FL,2
216,29.1,-82.0,FL,1
217,29.1,-81.3,FL,1
218,29.1,-81.0,FL,2
219,29.2,-99.8,TX,1
220,29.2,-98.2,TX,1
221,29.2,-96.3,TX,1
222,29.2,-95.7,TX,1
223,29.2,-95.4,TX,1
224,29.2,-82.2,FL,1
225,29.2,-82.1,FL,1
226,29.2,-81.1,FL,1
227,29.2,-81.0,FL,1
228,29.3,-99.1,TX,1
229,29.3,-98.6,TX,1
230,29.3,-98.5,TX,1
231,29.3,-98.4,TX,1
232,29.3,-96.1,TX,1
233,29.3,-94.8,TX,1
234,29.3,-81.1,FL,1
235,29.4,-100.9,TX,1
236,29.4,-98.9,TX,1
237,29.4,-98.7,TX,2
238,29.4,-98.6,TX,2
239,29.4,-98.5,TX,1
240,29.4,-98.4,TX,1
241,29.4,-95.2,TX,1
242,29.4,-95.0,TX,1
243,29.5,-98.7,TX,5
244,29.5,-98.6,TX,3
245,29.5,-98.5,TX,2
246,29.5,-98.4,TX,3
247,29.5,-98.3,TX,3
248,29.5,-97.4,TX,1
249,29.5,-96.9,TX,1
250,29.5,-95.5,TX,1
251,29.5,-95.2,TX,1
252,29.5,-95.1,TX,2
253,29.5,-95.0,TX,1
254,29.5,-90.3,LA,1
255,29.5,-82.9,FL,1
256,29.5,-81.2,FL,1
257,29.6,-98.7,TX,1
258,29.6,-98.6,TX,2
259,29.6,-98.5,TX,2
260,29.6,-98.4,TX,2
261,29.6,-98.3,TX,1
262,29.6,-98.2,TX,1
263,29.6,-97.9,TX,1
264,29.6,-95.8,TX,1
265,29.6,-95.6,TX,3
266,29.6,-95.4,TX,2
267,29.6,-95.3,TX,1
268,29.6,-95.2,TX,3
269,29.6,-90.8,LA,1
270,29.6,-90.7,LA,2
271,29.6,-82.4,FL,1
272,29.6,-81.7,FL,1
273,29.7,-98.6,TX,1
274,29.7,-98.1,TX,1
275,29.7,-96.5,TX,1
276,29.7,-95.8,TX,2
277,29.7,-95.6,TX,5
278,29.7,-95.5,TX,5
279,29.7,-95.3,TX,1
280,29.7,-95.2,TX,1
281,29.7,-95.1,TX,1
282,29.7,-91.3,LA,1
283,29.7,-91.2,LA,1
284,29.7,-90.6,LA,1
285,29.7,-82.4,FL,1
286,29.7,-82.3,FL,1
287,29.8,-98.7,TX,1
288,29.8,-98.4,TX,1
289,29.8,-96.2,TX,1
290,29.8,-95.8,TX,2
291,29.8,-95.7,TX,2
292,29.8,-95.6,TX,2
293,29.8,-95.5,TX,1
294,29.8,-95.4,TX,2
295,29.8,-95.2,TX,2
296,29.8,-95.0,TX,1
297,29.8,-94.9,TX,1
298,29.8,-91.5,LA,1
299,29.8,-90.8,LA,2
300,29.9,-97.9,TX,1
301,29.9,-97.7,TX,1
302,29.9,-96.9,TX,1
303,29.9,-95.7,TX,4
304,29.9,-95.6,TX,1
305,29.9,-95.5,TX,2
306,29.9,-95.4,TX,1
307,29.9,-95.3,TX,1
308,29.9,-95.1,TX,1
309,29.9,-94.0,TX,1
310,29.9,-93.9,TX,1
311,29.9,-90.4,LA,1
312,29.9,-90.2,LA,1
313,29.9,-90.1,LA,4
314,29.9,-90.0,LA,2
315,29.9,-89.9,LA,1
316,29.9,-82.1,FL,1
317,29.9,-81.3,FL,1
318,30.0,-97.9,TX,1
319,30.0,-95.7,TX,1
320,30.0,-95.6,TX,2
321,30.0,-95.5,TX,1
322,30.0,-95.3,TX,1
323,30.0,-95.2,TX,2
324,30.0,-93.8,TX,1
325,30.0,-92.1,LA,1
326,30.0,-91.8,LA,2
327,30.0,-90.3,LA,1
328,30.0,-90.2,LA,2
329,30.0,-90.0,LA,3
330,30.1,-99.2,TX,1
331,30.1,-97.8,TX,1
332,30.1,-97.3,TX,1
333,30.1,-96.4,TX,1
334,30.1,-96.1,TX,1
335,30.1,-95.6,TX,2
336,30.1,-95.5,TX,2
337,30.1,-95.4,TX,4
338,30.1,-95.2,TX,2
339,30.1,-94.8,TX,1
340,30.1,-94.2,TX,1
341,30.1,-94.0,TX,1
342,30.1,-93.8,TX,1
343,30.1,-91.9,LA,1
344,30.1,-91.0,LA,1
345,30.1,-90.5,LA,1
346,30.1,-83.6,FL,1
347,30.1,-81.8,FL,3
348,30.1,-81.7,FL,1
349,30.1,-81.6,FL,1
350,30.2,-97.8,TX,3
351,30.2,-96.9,TX,1
352,30.2,-95.6,TX,1
353,30.2,-95.5,TX,1
354,30.2,-95.2,TX,1
355,30.2,-93.3,LA,1
356,30.2,-93.2,LA,3
357,30.2,-92.7,LA,1
358,30.2,-92.4,LA,1
359,30.2,-92.1,LA,1
360,30.2,-92.0,LA,2
361,30.2,-90.9,LA,1
362,30.2,-85.9,FL,1
363,30.2,-85.8,FL,1
364,30.2,-85.7,FL,1
365,30.2,-85.6,FL,2
366,30.2,-84.4,FL,1
367,30.2,-82.7,FL,1
368,30.2,-81.8,FL,1
369,30.2,-81.6,FL,3
370,30.3,-98.9,TX,1
371,30.3,-97.7,TX,1
372,30.3,-97.5,TX,1
373,30.3,-97.4,TX,1
374,30.3,-95.5,TX,1
375,30.3,-95.1,TX,1
376,30.3,-94.2,TX,1
377,30.3,-94.1,TX,1
378,30.3,-93.2,LA,2
379,30.3,-92.0,LA,1
380,30.3,-91.9,LA,1
381,30.3,-91.3,LA,1
382,30.3,-91.0,LA,2
383,30.3,-90.9,LA,1
384,30.3,-89.8,LA,3
385,30.3,-89.7,LA,1
386,30.3,-89.4,MS,1
387,30.3,-89.2,MS,1
388,30.3,-87.7,AL,1
389,30.3,-87.6,AL,1
390,30.3,-83.0,FL,1
391,30.3,-82.1,FL,1
392,30.3,-81.8,FL,3
393,30.3,-81.6,FL,2
394,30.3,-81.5,FL,4
395,30.4,-97.7,TX,2
396,30.4,-96.1,TX,1
397,30.4,-95.7,TX,1
398,30.4,-91.2,LA,2
399,30.4,-91.1,LA,5
400,30.4,-91.0,LA,2
401,30.4,-90.9,LA,1
402,30.4,-90.5,LA,1
403,30.4,-90.1,LA,2
404,30.4,-89.1,MS,1
405,30.4,-89.0,MS,3
406,30.4,-88.9,MS,2
407,30.4,-88.8,MS,2
408,30.4,-88.5,MS,1
409,30.4,-87.7,AL,1
410,30.4,-87.4,FL,1
411,30.4,-87.3,FL,2
412,30.4,-87.2,FL,1
413,30.4,-87.1,FL,1
414,30.4,-86.9,FL,1
415,30.4,-86.8,FL,1
416,30.4,-86.6,FL,1
417,30.4,-86.4,FL,1
418,30.4,-86.3,FL,1
419,30.4,-84.2,FL,1
420,30.4,-81.6,FL,1
421,30.5,-97.8,TX,3
422,30.5,-97.7,TX,1
423,30.5,-97.6,TX,2
424,30.5,-96.7,TX,1
425,30.5,-92.4,LA,1
426,30.5,-92.1,LA,2
427,30.5,-91.1,LA,2
428,30.5,-91.0,LA,2
429,30.5,-90.9,LA,1
430,30.5,-90.5,LA,1
431,30.5,-90.1,LA,1
432,30.5,-89.7,MS,1
433,30.5,-89.1,MS,1
434,30.5,-88.9,MS,1
435,30.5,-87.8,AL,1
436,30.5,-87.7,AL,1
437,30.5,-87.3,FL,3
438,30.5,-87.2,FL,2
439,30.5,-86.5,FL,1
440,30.5,-84.4,FL,1
441,30.5,-84.3,FL,1
442,30.5,-84.2,FL,2
443,30.5,-81.7,FL,1
444,30.5,-81.6,FL,1
445,30.6,-98.3,TX,1
446,30.6,-97.7,TX,1
447,30.6,-97.4,TX,1
448,30.6,-97.0,TX,1
449,30.6,-96.4,TX,1
450,30.6,-96.3,TX,1
451,30.6,-91.1,LA,1
452,30.6,-91.0,LA,1
453,30.6,-88.2,AL,5
454,30.6,-87.9,AL,1
455,30.6,-87.1,FL,1
456,30.6,-84.6,FL,1
457,30.6,-81.5,FL,2
458,30.7,-96.3,TX,1
459,30.7,-95.6,TX,1
460,30.7,-95.0,TX,1
461,30.7,-92.3,LA,1
462,30.7,-91.5,LA,1
463,30.7,-91.1,LA,1
464,30.7,-90.5,LA,1
465,30.7,-88.2,AL,3
466,30.7,-88.1,AL,2
467,30.7,-86.6,FL,1
468,30.7,-86.1,FL,1
469,30.7,-85.2,FL,1
470,30.8,-94.4,TX,1
471,30.8,-92.7,LA,1
472,30.8,-89.9,LA,1
473,30.8,-89.1,MS,1
474,30.8,-88.2,AL,1
475,30.8,-88.1,AL,1
476,30.8,-85.5,FL,1
477,30.8,-83.3,GA,1
478,30.8,-81.6,GA,1
479,30.9,-102.9,TX,1
480,30.9,-94.0,TX,1
481,30.9,-93.3,LA,1
482,30.9,-88.6,MS,1
483,30.9,-87.8,AL,1
484,30.9,-84.6,GA,1
485,30.9,-84.2,GA,1
486,30.9,-83.9,GA,1
487,30.9,-83.3,GA,2
488,31.0,-95.9,TX,1
489,31.0,-87.5,AL,1
490,31.1,-99.3,TX,1
491,31.1,-98.2,TX,1
492,31.1,-97.9,TX,1
493,31.1,-97.8,TX,2
494,31.1,-97.7,TX,4
495,31.1,-97.5,TX,1
496,31.1,-97.4,TX,2
497,31.1,-93.3,LA,1
498,31.1,-92.1,LA,1
499,31.1,-87.1,AL,1
500,31.1,-85.9,AL,1
501,31.1,-83.4,GA,1
502,31.2,-89.8,MS,1
503,31.2,-85.5,AL,1
504,31.2,-85.4,AL,1
505,31.2,-84.2,GA,1
506,31.2,-83.8,GA,1
507,31.2,-82.3,GA,2
508,31.2,-81.5,GA,2
509,31.3,-109.6,AZ,1
510,31.3,-96.9,TX,1
511,31.3,-95.4,TX,1
512,31.3,-94.7,TX,1
513,31.3,-92.5,LA,3
514,31.3,-92.4,LA,1
515,31.3,-90.5,MS,1
516,31.3,-89.4,MS,1
517,31.3,-89.3,MS,1
518,31.3,-86.4,AL,1
519,31.3,-85.8,AL,1
520,31.3,-85.4,AL,1
521,31.4,-110.9,AZ,1
522,31.4,-103.5,TX,1
523,31.4,-100.5,TX,2
524,31.4,-100.4,TX,1
525,31.4,-97.7,TX,1
526,31.4,-92.4,LA,1
527,31.4,-89.2,MS,1
528,31.4,-85.7,AL,1
529,31.4,-83.5,GA,1
530,31.5,-100.5,TX,2
531,31.5,-97.2,TX,3
532,31.5,-87.3,AL,1
533,31.5,-83.8,GA,1
534,31.5,-83.5,GA,1
535,31.5,-82.8,GA,1
536,31.6,-110.3,AZ,1
537,31.6,-97.1,TX,1
538,31.6,-94.6,TX,1
539,31.6,-93.5,LA,1
540,31.6,-91.5,LA,1
541,31.6,-91.4,MS,1
542,31.6,-90.5,MS,1
543,31.6,-87.9,AL,1
544,31.6,-84.2,GA,3
545,31.6,-84.1,GA,1
546,31.6,-81.9,GA,1
547,31.7,-106.3,TX,4
548,31.7,-106.2,TX,1
549,31.7,-100.0,TX,1
550,31.7,-99.0,TX,1
551,31.7,-96.5,TX,1
552,31.7,-95.6,TX,1
553,31.7,-94.7,TX,1
554,31.7,-92.1,LA,1
555,31.7,-89.1,MS,1
556,31.7,-88.6,MS,1
557,31.7,-83.2,GA,1
558,31.8,-106.6,TX,2
559,31.8,-106.4,TX,2
560,31.8,-106.3,TX,4
561,31.8,-106.2,TX,1
562,31.8,-94.2,TX,1
563,31.8,-93.1,LA,1
564,31.8,-86.6,AL,1
565,31.8,-85.9,AL,1
566,31.8,-85.2,AL,1
567,31.8,-82.4,GA,1
568,31.8,-81.6,GA,2
569,31.9,-111.0,AZ,1
570,31.9,-106.6,TX,2
571,31.9,-106.4,TX,3
572,31.9,-102.4,TX,1
573,31.9,-102.3,TX,1
574,31.9,-90.4,MS,1
575,31.9,-89.7,MS,1
576,31.9,-87.7,AL,1
577,31.9,-82.6,GA,1
578,31.9,-81.6,GA,1
579,32.0,-110.3,AZ,1
580,32.0,-102.1,TX,2
581,32.0,-97.1,TX,1
582,32.0,-95.3,TX,1
583,32.0,-92.7,LA,1
584,32.0,-83.8,GA,1
585,32.0,-81.3,GA,1
586,32.0,-81.2,GA,1
587,32.0,-81.1,GA,2
588,32.0,-81.0,GA,1
589,32.1,-111.0,AZ,2
590,32.1,-110.9,AZ,1
591,32.1,-110.8,AZ,1
592,32.1,-96.5,TX,1
593,32.1,-94.8,TX,1
594,32.1,-93.7,LA,1
595,32.1,-84.2,GA,1
596,32.1,-81.2,GA,2
597,32.2,-111.0,AZ,1
598,32.2,-110.9,AZ,2
599,32.2,-110.8,AZ,4
600,32.2,-101.5,TX,1
601,32.2,-98.2,TX,1
602,32.2,-95.8,TX,1
603,32.2,-94.4,TX,1
604,32.2,-92.7,LA,1
605,32.2,-91.7,LA,1
606,32.2,-90.3,MS,1
607,32.2,-90.2,MS,1
608,32.2,-83.2,GA,1
609,32.2,-82.4,GA,1
610,32.2,-80.7,SC,1
611,32.3,-111.0,AZ,5
612,32.3,-110.9,AZ,1
613,32.3,-107.7,NM,1
614,32.3,-106.8,NM,1
615,32.3,-106.7,NM,2
616,32.3,-97.4,TX,1
617,32.3,-96.6,TX,1
618,32.3,-96.1,TX,1
619,32.3,-95.3,TX,6
620,32.3,-90.9,MS,1
621,32.3,-90.3,MS,2
622,32.3,-90.0,MS,1
623,32.3,-89.5,MS,1
624,32.3,-89.1,MS,1
625,32.3,-86.2,AL,2
626,32.3,-81.2,GA,1
627,32.3,-81.0,SC,1
628,32.3,-80.9,SC,1
629,32.4,-111.1,AZ,1
630,32.4,-111.0,AZ,1
631,32.4,-110.9,AZ,1
632,32.4,-106.7,NM,1
633,32.4,-104.2,NM,1
634,32.4,-99.8,TX,1
635,32.4,-98.8,TX,1
636,32.4,-97.8,TX,1
637,32.4,-96.8,TX,1
638,32.4,-95.3,TX,1
639,32.4,-94.9,TX,1
640,32.4,-93.9,LA,1
641,32.4,-93.8,LA,2
642,32.4,-93.7,LA,1
643,32.4,-90.1,MS,1
644,32.4,-90.0,MS,1
645,32.4,-88.7,MS,3
646,32.4,-87.0,AL,1
647,32.4,-86.3,AL,2
648,32.4,-86.2,AL,1
649,32.4,-86.1,AL,1
650,32.4,-84.9,GA,1
651,32.4,-83.3,GA,1
652,32.4,-81.8,GA,2
653,32.4,-80.7,SC,1
654,32.4,-80.6,SC,1
655,32.5,-114.8,AZ,1
656,32.5,-100.4,TX,1
657,32.5,-99.7,TX,2
658,32.5,-97.4,TX,1
659,32.5,-97.3,TX,1
660,32.5,-97.0,TX,1
661,32.5,-96.8,TX,1
662,32.5,-95.9,TX,1
663,32.5,-95.4,TX,1
664,32.5,-94.8,TX,1
665,32.5,-94.7,TX,1
666,32.5,-93.7,LA,3
667,32.5,-92.6,LA,2
668,32.5,-92.2,LA,2
669,32.5,-92.1,LA,4
670,32.5,-91.8,LA,1
671,32.5,-90.1,MS,1
672,32.5,-87.8,AL,1
673,32.5,-86.4,AL,2
674,32.5,-86.2,AL,1
675,32.5,-85.1,AL,1
676,32.5,-85.0,AL,1
677,32.5,-85.0,GA,1
678,32.5,-84.9,GA,4
679,32.5,-83.7,GA,1
680,32.6,-117.1,CA,2
681,32.6,-117.0,CA,3
682,32.6,-97.4,TX,2
683,32.6,-97.3,TX,2
684,32.6,-97.1,TX,3
685,32.6,-96.9,TX,6
686,32.6,-96.8,TX,2
687,32.6,-96.5,TX,1
688,32.6,-96.3,TX,1
689,32.6,-94.8,TX,1
690,32.6,-94.4,TX,1
691,32.6,-93.8,LA,1
692,32.6,-93.6,LA,1
693,32.6,-93.3,LA,1
694,32.6,-90.1,MS,1
695,32.6,-85.9,AL,1
696,32.6,-85.5,AL,3
697,32.6,-85.4,AL,1
698,32.6,-84.9,GA,1
699,32.6,-83.7,GA,2
700,32.6,-83.6,GA,2
701,32.6,-83.0,GA,1
702,32.6,-82.3,GA,1
703,32.7,-117.1,CA,4
704,32.7,-115.5,CA,1
705,32.7,-114.7,AZ,1
706,32.7,-114.6,AZ,2
707,32.7,-114.5,AZ,1
708,32.7,-103.2,NM,1
709,32.7,-102.7,TX,1
710,32.7,-100.9,TX,1
711,32.7,-97.8,TX,1
712,32.7,-97.5,TX,1
713,32.7,-97.4,TX,2
714,32.7,-97.3,TX,2
715,32.7,-97.2,TX,3
716,32.7,-97.1,TX,1
717,32.7,-97.0,TX,2
718,32.7,-96.8,TX,1
719,32.7,-96.6,TX,1
720,32.7,-96.4,TX,1
721,32.7,-96.3,TX,1
722,32.7,-95.5,TX,1
723,32.7,-94.9,TX,1
724,32.7,-89.5,MS,1
725,32.7,-80.0,SC,1
726,32.8,-117.2,CA,1
727,32.8,-117.1,CA,1
728,32.8,-117.0,CA,4
729,32.8,-116.9,CA,2
730,32.8,-115.6,CA,1
731,32.8,-109.7,AZ,1
732,32.8,-108.2,NM,1
733,32.8,-104.4,NM,1
734,32.8,-98.9,TX,1
735,32.8,-98.1,TX,1
736,32.8,-97.7,TX,1
737,32.8,-97.5,TX,1
738,32.8,-97.4,TX,3
739,32.8,-97.3,TX,1
740,32.8,-97.2,TX,5
741,32.8,-97.1,TX,3
742,32.8,-97.0,TX,1
743,32.8,-96.9,TX,1
744,32.8,-96.8,TX,1
745,32.8,-96.7,TX,3
746,32.8,-96.6,TX,4
747,32.8,-92.4,LA,1
748,32.8,-91.9,LA,1
749,32.8,-89.1,MS,1
750,32.8,-86.6,AL,1
751,32.8,-85.2,AL,1
752,32.8,-83.7,GA,1
753,32.8,-80.1,SC,1
754,32.9,-111.7,AZ,1
755,32.9,-106.0,NM,1
756,32.9,-105.9,NM,1
757,32.9,-97.5,TX,1
758,32.9,-97.4,TX,1
759,32.9,-97.3,TX,3
760,32.9,-97.2,TX,3
761,32.9,-97.1,TX,2
762,32.9,-97.0,TX,1
763,32.9,-96.9,TX,2
764,32.9,-96.8,TX,3
765,32.9,-96.7,TX,3
766,32.9,-96.6,TX,4
767,32.9,-96.5,TX,3
768,32.9,-96.1,TX,1
769,32.9,-94.0,LA,1
770,32.9,-91.4,LA,1
771,32.9,-90.4,MS,1
772,32.9,-86.0,AL,1
773,32.9,-84.3,GA,1
