,latitude,longitude,state,store_count
774,32.9,-83.8,GA,1
775,32.9,-83.6,GA,1
776,32.9,-80.7,SC,1
777,32.9,-80.0,SC,2
778,32.9,-79.8,SC,1
779,33.0,-117.0,CA,1
780,33.0,-115.5,CA,1
781,33.0,-112.0,AZ,1
782,33.0,-111.5,AZ,1
783,33.0,-99.8,TX,1
784,33.0,-97.4,TX,1
785,33.0,-97.2,TX,1
786,33.0,-97.1,TX,1
787,33.0,-97.0,TX,2
788,33.0,-96.9,TX,4
789,33.0,-96.8,TX,5
790,33.0,-96.7,TX,2
791,33.0,-96.6,TX,5
792,33.0,-96.5,TX,1
793,33.0,-96.3,TX,1
794,33.0,-93.5,LA,1
795,33.0,-87.2,AL,1
796,33.0,-85.0,GA,1
797,33.0,-83.9,GA,1
798,33.0,-82.8,GA,1
799,33.0,-80.2,SC,4
800,33.0,-80.1,SC,2
801,33.0,-80.0,SC,2
802,33.1,-117.3,CA,1
803,33.1,-117.1,CA,3
804,33.1,-98.6,TX,1
805,33.1,-97.1,TX,1
806,33.1,-97.0,TX,2
807,33.1,-96.9,TX,2
808,33.1,-96.8,TX,4
809,33.1,-96.7,TX,3
810,33.1,-96.6,TX,2
811,33.1,-96.1,TX,2
812,33.1,-95.6,TX,1
813,33.1,-95.0,TX,1
814,33.1,-94.2,TX,1
815,33.1,-91.9,AR,1
816,33.1,-89.6,MS,1
817,33.1,-89.1,MS,1
818,33.1,-86.8,AL,1
819,33.1,-85.0,GA,1
820,33.1,-83.3,GA,1
821,33.1,-82.0,GA,1
822,33.2,-117.4,CA,1
823,33.2,-117.3,CA,3
824,33.2,-117.2,CA,1
825,33.2,-111.6,AZ,1
826,33.2,-107.2,NM,1
827,33.2,-97.6,TX,1
828,33.2,-97.2,TX,1
829,33.2,-97.1,TX,2
830,33.2,-97.0,TX,1
831,33.2,-96.9,TX,1
832,33.2,-96.7,TX,3
833,33.2,-96.6,TX,1
834,33.2,-96.5,TX,1
835,33.2,-95.9,TX,1
836,33.2,-92.7,AR,1
837,33.2,-87.6,AL,2
838,33.2,-87.5,AL,2
839,33.2,-86.8,AL,2
840,33.2,-86.3,AL,1
841,33.2,-85.4,AL,1
842,33.2,-81.4,SC,1
843,33.2,-80.0,SC,1
844,33.3,-111.9,AZ,3
845,33.3,-111.8,AZ,3
846,33.3,-111.7,AZ,2
847,33.3,-111.6,AZ,1
848,33.3,-105.6,NM,1
849,33.3,-96.6,TX,1
850,33.3,-93.2,AR,1
851,33.3,-86.9,AL,1
852,33.3,-86.8,AL,1
853,33.3,-86.6,AL,1
854,33.3,-84.3,GA,1
855,33.3,-83.4,GA,1
856,33.4,-112.6,AZ,1
857,33.4,-112.2,AZ,1
858,33.4,-112.1,AZ,1
859,33.4,-112.0,AZ,2
860,33.4,-111.9,AZ,3
861,33.4,-111.8,AZ,4
862,33.4,-111.7,AZ,5
863,33.4,-111.6,AZ,2
864,33.4,-110.8,AZ,1
865,33.4,-94.1,TX,3
866,33.4,-91.0,MS,1
867,33.4,-88.9,MS,1
868,33.4,-87.0,AL,1
869,33.4,-86.8,AL,4
870,33.4,-86.7,AL,2
871,33.4,-86.1,AL,1
872,33.4,-84.7,GA,1
873,33.4,-84.6,GA,1
874,33.4,-84.3,GA,1
875,33.4,-84.2,GA,1
876,33.4,-84.1,GA,1
877,33.4,-82.1,GA,2
878,33.4,-79.3,SC,1
879,33.5,-117.6,CA,1
880,33.5,-117.1,CA,1
881,33.5,-112.4,AZ,2
882,33.5,-112.3,AZ,2
883,33.5,-112.2,AZ,3
884,33.5,-112.1,AZ,2
885,33.5,-112.0,AZ,1
886,33.5,-111.9,AZ,1
887,33.5,-111.8,AZ,1
888,33.5,-104.5,NM,1
889,33.5,-102.0,TX,1
890,33.5,-101.9,TX,3
891,33.5,-97.8,TX,1
892,33.5,-94.4,TX,1
893,33.5,-94.1,TX,1
894,33.5,-94.0,AR,1
895,33.5,-90.7,MS,1
896,33.5,-90.2,MS,1
897,33.5,-88.4,MS,1
898,33.5,-87.0,AL,1
899,33.5,-86.8,AL,1
900,33.5,-86.7,AL,1
901,33.5,-85.1,GA,1
902,33.5,-84.4,GA,1
903,33.5,-84.2,GA,1
904,33.5,-82.5,GA,1
905,33.5,-82.2,GA,2
906,33.5,-82.1,GA,4
907,33.5,-82.0,SC,1
908,33.5,-81.7,SC,1
909,33.5,-80.9,SC,2
910,33.6,-117.7,CA,1
911,33.6,-117.6,CA,1
912,33.6,-117.2,CA,1
913,33.6,-112.4,AZ,3
914,33.6,-112.3,AZ,1
915,33.6,-112.2,AZ,6
916,33.6,-112.1,AZ,3
917,33.6,-112.0,AZ,2
918,33.6,-111.9,AZ,1
919,33.6,-102.4,TX,1
920,33.6,-101.9,TX,2
921,33.6,-97.1,TX,1
922,33.6,-96.2,TX,1
923,33.6,-92.8,AR,1
924,33.6,-91.8,AR,1
925,33.6,-91.4,AR,1
926,33.6,-88.7,MS,1
927,33.6,-86.9,AL,1
928,33.6,-86.8,AL,1
929,33.6,-86.7,AL,2
930,33.6,-86.6,AL,1
931,33.6,-86.5,AL,1
932,33.6,-86.3,AL,1
933,33.6,-85.8,AL,1
934,33.6,-84.5,GA,2
935,33.6,-84.4,GA,1
936,33.6,-84.3,GA,3
937,33.6,-84.0,GA,1
938,33.6,-83.8,GA,1
939,33.6,-83.5,GA,1
940,33.6,-82.1,GA,1
941,33.6,-81.9,SC,1
942,33.6,-81.8,SC,1
943,33.6,-79.0,SC,4
944,33.7,-118.0,CA,2
945,33.7,-117.9,CA,1
946,33.7,-117.8,CA,1
947,33.7,-117.7,CA,2
948,33.7,-117.3,CA,1
949,33.7,-117.0,CA,2
950,33.7,-116.4,CA,1
951,33.7,-116.3,CA,1
952,33.7,-116.2,CA,2
953,33.7,-112.3,AZ,1
954,33.7,-112.2,AZ,3
955,33.7,-112.1,AZ,1
956,33.7,-96.6,TX,2
957,33.7,-95.5,TX,1
958,33.7,-94.1,AR,1
959,33.7,-93.6,AR,1
960,33.7,-87.8,AL,1
961,33.7,-87.0,AL,1
962,33.7,-85.8,AL,1
963,33.7,-85.2,GA,1
964,33.7,-84.9,GA,1
965,33.7,-84.8,GA,1
966,33.7,-84.5,GA,1
967,33.7,-84.4,GA,2
968,33.7,-84.3,GA,1
969,33.7,-84.2,GA,1
970,33.7,-84.1,GA,1
971,33.7,-84.0,GA,1
972,33.7,-80.2,SC,1
973,33.7,-79.0,SC,1
974,33.7,-78.9,SC,3
975,33.8,-118.4,CA,1
976,33.8,-118.3,CA,1
977,33.8,-118.2,CA,1
978,33.8,-118.1,CA,1
979,33.8,-118.0,CA,6
980,33.8,-117.9,CA,3
981,33.8,-117.8,CA,1
982,33.8,-117.5,CA,1
983,33.8,-117.2,CA,1
984,33.8,-117.0,CA,1
985,33.8,-116.5,CA,1
986,33.8,-116.4,CA,1
987,33.8,-112.0,AZ,1
988,33.8,-96.6,TX,1
989,33.8,-92.4,AR,1
990,33.8,-90.7,MS,1
991,33.8,-89.8,MS,1
992,33.8,-87.3,AL,1
993,33.8,-86.4,AL,1
994,33.8,-85.8,AL,1
995,33.8,-84.6,GA,1
996,33.8,-84.4,GA,2
997,33.8,-84.3,GA,2
998,33.8,-84.2,GA,1
999,33.8,-84.1,GA,1
1000,33.8,-84.0,GA,1
1001,33.8,-83.9,GA,1
1002,33.8,-83.7,GA,1
1003,33.8,-79.0,SC,1
1004,33.8,-78.8,SC,1
1005,33.8,-78.7,SC,1
1006,33.9,-118.4,CA,2
1007,33.9,-118.3,CA,1
1008,33.9,-118.2,CA,1
1009,33.9,-118.1,CA,6
1010,33.9,-118.0,CA,3
1011,33.9,-117.9,CA,3
1012,33.9,-117.6,CA,1
1013,33.9,-117.5,CA,2
1014,33.9,-117.3,CA,1
1015,33.9,-117.2,CA,1
1016,33.9,-117.0,CA,1
1017,33.9,-112.2,AZ,1
1018,33.9,-98.5,TX,2
1019,33.9,-94.8,OK,1
1020,33.9,-93.9,AR,1
1021,33.9,-89.0,MS,1
1022,33.9,-87.8,AL,1
1023,33.9,-84.8,GA,1
1024,33.9,-84.7,GA,1
1025,33.9,-84.6,GA,3
1026,33.9,-84.5,GA,2
1027,33.9,-84.3,GA,3
1028,33.9,-84.2,GA,3
1029,33.9,-84.1,GA,2
1030,33.9,-84.0,GA,3
1031,33.9,-83.4,GA,2
1032,33.9,-83.3,GA,1
1033,33.9,-81.5,SC,1
1034,33.9,-81.2,SC,2
1035,33.9,-80.4,SC,2
1036,33.9,-79.8,SC,1
1037,33.9,-79.1,SC,1
1038,33.9,-78.0,NC,1
1039,34.0,-118.2,CA,1
1040,34.0,-118.1,CA,1
1041,34.0,-117.9,CA,2
1042,34.0,-117.8,CA,2
1043,34.0,-117.7,CA,1
1044,34.0,-117.5,CA,1
1045,34.0,-117.2,CA,1
1046,34.0,-98.5,TX,1
1047,34.0,-96.4,OK,1
1048,34.0,-95.5,OK,1
1049,34.0,-94.7,OK,1
1050,34.0,-94.3,AR,1
1051,34.0,-88.5,MS,1
1052,34.0,-86.4,AL,1
1053,34.0,-86.1,AL,1
1054,34.0,-86.0,AL,1
1055,34.0,-85.2,GA,1
1056,34.0,-85.0,GA,1
1057,34.0,-84.7,GA,2
1058,34.0,-84.6,GA,1
1059,34.0,-84.5,GA,1
1060,34.0,-84.4,GA,1
1061,34.0,-84.3,GA,1
1062,34.0,-84.2,GA,1
1063,34.0,-84.1,GA,1
1064,34.0,-84.0,GA,1
1065,34.0,-83.8,GA,1
1066,34.0,-81.2,SC,1
1067,34.0,-81.1,SC,3
1068,34.0,-81.0,SC,1
1069,34.0,-80.9,SC,1
1070,34.0,-80.4,SC,1
1071,34.0,-78.4,NC,1
1072,34.1,-118.1,CA,1
1073,34.1,-118.0,CA,2
1074,34.1,-117.9,CA,2
1075,34.1,-117.8,CA,1
1076,34.1,-117.7,CA,3
1077,34.1,-117.6,CA,1
1078,34.1,-117.5,CA,1
1079,34.1,-117.4,CA,3
1080,34.1,-117.3,CA,1
1081,34.1,-117.2,CA,2
1082,34.1,-116.4,CA,1
1083,34.1,-106.9,NM,1
1084,34.1,-96.8,OK,1
1085,34.1,-93.1,AR,1
1086,34.1,-88.0,AL,1
1087,34.1,-86.8,AL,1
1088,34.1,-84.6,GA,1
1089,34.1,-84.5,GA,1
1090,34.1,-84.3,GA,1
1091,34.1,-84.2,GA,1
1092,34.1,-84.0,GA,1
1093,34.1,-83.9,GA,1
1094,34.1,-81.2,SC,2
1095,34.1,-81.1,SC,1
1096,34.1,-81.0,SC,1
1097,34.1,-80.9,SC,1
1098,34.1,-77.9,NC,1
1099,34.2,-119.2,CA,3
1100,34.2,-119.1,CA,1
1101,34.2,-118.9,CA,1
1102,34.2,-118.6,CA,1
1103,34.2,-118.4,CA,2
1104,34.2,-118.3,CA,1
1105,34.2,-117.3,CA,1
1106,34.2,-114.3,AZ,1
1107,34.2,-111.3,AZ,1
1108,34.2,-110.0,AZ,1
1109,34.2,-103.3,NM,1
1110,34.2,-101.8,TX,1
1111,34.2,-99.3,TX,1
1112,34.2,-97.1,OK,1
1113,34.2,-92.0,AR,1
1114,34.2,-90.6,MS,1
1115,34.2,-88.4,MS,1
1116,34.2,-87.6,AL,1
1117,34.2,-86.9,AL,1
1118,34.2,-86.2,AL,1
1119,34.2,-85.7,AL,1
1120,34.2,-85.1,GA,1
1121,34.2,-84.8,GA,1
1122,34.2,-84.5,GA,1
1123,34.2,-84.2,GA,1
1124,34.2,-84.1,GA,1
1125,34.2,-83.9,GA,1
1126,34.2,-83.5,GA,1
1127,34.2,-82.2,SC,1
1128,34.2,-82.1,SC,1
1129,34.2,-79.8,SC,3
1130,34.2,-79.3,SC,1
1131,34.2,-78.0,NC,1
1132,34.2,-77.9,NC,1
1133,34.3,-119.2,CA,1
1134,34.3,-118.8,CA,1
1135,34.3,-118.7,CA,1
1136,34.3,-118.6,CA,1
1137,34.3,-92.4,AR,1
1138,34.3,-89.9,MS,1
1139,34.3,-89.0,MS,1
1140,34.3,-88.7,MS,3
1141,34.3,-86.5,AL,1
1142,34.3,-86.3,AL,1
1143,34.3,-85.2,GA,1
1144,34.3,-84.5,GA,1
1145,34.3,-84.1,GA,1
1146,34.3,-83.9,GA,2
1147,34.3,-83.8,GA,1
1148,34.3,-82.9,GA,1
1149,34.3,-81.6,SC,1
1150,34.3,-80.6,SC,1
1151,34.3,-79.9,SC,1
1152,34.3,-78.7,NC,1
1153,34.3,-77.8,NC,1
1154,34.4,-118.6,CA,2
1155,34.4,-118.5,CA,1
1156,34.4,-117.4,CA,1
1157,34.4,-103.2,NM,1
1158,34.4,-100.2,TX,1
1159,34.4,-96.1,OK,1
1160,34.4,-92.8,AR,1
1161,34.4,-89.6,MS,1
1162,34.4,-85.8,AL,1
1163,34.4,-84.0,GA,1
1164,34.4,-80.1,SC,1
1165,34.4,-79.4,SC,1
1166,34.4,-77.6,NC,1
1167,34.5,-117.4,CA,2
1168,34.5,-117.2,CA,1
1169,34.5,-110.1,AZ,1
1170,34.5,-98.0,OK,1
1171,34.5,-97.0,OK,1
1172,34.5,-93.1,AR,3
1173,34.5,-93.0,AR,1
1174,34.5,-91.5,AR,1
1175,34.5,-89.0,MS,1
1176,34.5,-87.7,AL,1
1177,34.5,-87.3,AL,1
1178,34.5,-86.9,AL,1
1179,34.5,-85.3,GA,1
1180,34.5,-84.9,GA,1
1181,34.5,-84.5,GA,1
1182,34.5,-84.0,GA,1
1183,34.5,-83.5,GA,1
1184,34.5,-83.3,GA,1
1185,34.5,-82.7,SC,1
1186,34.5,-82.6,SC,1
1187,34.5,-82.0,SC,1
1188,34.6,-118.2,CA,1
1189,34.6,-118.1,CA,1
1190,34.6,-118.0,CA,1
1191,34.6,-114.4,AZ,1
1192,34.6,-112.5,AZ,1
1193,34.6,-112.4,AZ,1
1194,34.6,-112.3,AZ,1
1195,34.6,-98.5,OK,1
1196,34.6,-98.4,OK,2
1197,34.6,-94.2,AR,1
1198,34.6,-93.1,AR,1
1199,34.6,-92.6,AR,1
1200,34.6,-92.5,AR,1
1201,34.6,-90.7,AR,1
1202,34.6,-90.0,MS,1
1203,34.6,-87.0,AL,2
1204,34.6,-86.6,AL,1
1205,34.6,-86.5,AL,1
1206,34.6,-83.8,GA,1
1207,34.6,-82.7,SC,1
1208,34.6,-79.7,SC,1
1209,34.6,-79.0,NC,1
1210,34.6,-78.6,NC,1
1211,34.7,-120.5,CA,1
1212,34.7,-118.2,CA,1
1213,34.7,-118.1,CA,1
1214,34.7,-112.0,AZ,1
1215,34.7,-106.8,NM,1
1216,34.7,-99.3,OK,1
1217,34.7,-97.2,OK,1
1218,34.7,-92.4,AR,3
1219,34.7,-89.5,MS,1
1220,34.7,-89.0,MS,1
1221,34.7,-88.6,MS,1
1222,34.7,-87.7,AL,1
1223,34.7,-86.7,AL,2
1224,34.7,-86.6,AL,2
1225,34.7,-86.5,AL,1
1226,34.7,-86.0,AL,1
1227,34.7,-85.3,GA,1
1228,34.7,-84.5,GA,1
1229,34.7,-83.0,SC,1
1230,34.7,-82.8,SC,2
1231,34.7,-82.3,SC,2
1232,34.7,-81.6,SC,1
1233,34.7,-81.2,SC,1
1234,34.7,-80.8,SC,1
1235,34.7,-79.9,SC,1
1236,34.7,-79.2,NC,1
1237,34.7,-79.0,NC,1
1238,34.7,-78.0,NC,1
1239,34.7,-76.8,NC,1
1240,34.8,-106.8,NM,1
1241,34.8,-102.4,TX,1
1242,34.8,-97.6,OK,1
1243,34.8,-96.7,OK,1
1244,34.8,-92.5,AR,1
1245,34.8,-92.4,AR,1
1246,34.8,-92.2,AR,3
1247,34.8,-91.9,AR,1
1248,34.8,-90.0,MS,1
1249,34.8,-88.2,MS,1
1250,34.8,-87.7,AL,2
1251,34.8,-87.6,AL,1
1252,34.8,-87.0,AL,1
1253,34.8,-86.8,AL,2
1254,34.8,-86.7,AL,1
1255,34.8,-86.6,AL,2
1256,34.8,-86.5,AL,1
1257,34.8,-85.0,GA,2
1258,34.8,-84.9,GA,1
1259,34.8,-82.5,SC,2
1260,34.8,-82.3,SC,2
1261,34.8,-79.5,NC,1
1262,34.8,-79.0,NC,1
1263,34.8,-77.5,NC,1
1264,34.8,-77.4,NC,2
1265,34.8,-76.9,NC,1
1266,34.9,-120.5,CA,1
1267,34.9,-120.4,CA,2
1268,34.9,-117.0,CA,1
1269,34.9,-95.7,OK,1
1270,34.9,-92.1,AR,1
1271,34.9,-88.5,MS,1
1272,34.9,-86.6,AL,1
1273,34.9,-85.2,GA,1
1274,34.9,-84.3,GA,1
1275,34.9,-84.0,GA,1
1276,34.9,-83.4,GA,1
1277,34.9,-82.7,SC,1
1278,34.9,-82.5,SC,1
1279,34.9,-82.4,SC,2
1280,34.9,-82.3,SC,2
1281,34.9,-82.2,SC,2
1282,34.9,-82.0,SC,1
1283,34.9,-81.9,SC,1
1284,34.9,-81.0,SC,1
1285,34.9,-79.7,NC,1
1286,34.9,-77.6,NC,1
1287,34.9,-76.9,NC,1
1288,35.0,-114.6,AZ,1
1289,35.0,-110.7,AZ,1
1290,35.0,-106.7,NM,1
1291,35.0,-101.9,TX,1
1292,35.0,-99.1,OK,1
1293,35.0,-97.9,OK,1
1294,35.0,-97.4,OK,1
1295,35.0,-92.0,AR,2
1296,35.0,-90.8,AR,1
1297,35.0,-90.1,MS,1
1298,35.0,-90.0,MS,2
1299,35.0,-90.0,TN,1
1300,35.0,-89.8,MS,1
1301,35.0,-89.8,TN,2
1302,35.0,-89.7,TN,1
1303,35.0,-85.7,TN,1
1304,35.0,-85.4,TN,1
1305,35.0,-85.2,GA,1
1306,35.0,-85.2,TN,4
1307,35.0,-85.1,TN,1
1308,35.0,-82.4,SC,1
1309,35.0,-81.9,SC,1
1310,35.0,-81.2,SC,1
1311,35.0,-81.1,SC,1
1312,35.0,-81.0,SC,2
1313,35.0,-80.9,SC,1
1314,35.0,-80.8,NC,1
1315,35.0,-80.8,SC,1
1316,35.0,-80.6,NC,1
1317,35.0,-80.1,NC,1
1318,35.0,-79.2,NC,1
1319,35.0,-79.1,NC,1
1320,35.0,-79.0,NC,2
1321,35.0,-78.9,NC,2
1322,35.0,-78.4,NC,1
1323,35.1,-120.6,CA,1
1324,35.1,-114.6,AZ,1
1325,35.1,-107.8,NM,1
1326,35.1,-106.7,NM,3
1327,35.1,-106.6,NM,3
1328,35.1,-106.5,NM,5
1329,35.1,-106.2,NM,1
1330,35.1,-101.9,TX,2
1331,35.1,-98.3,OK,1
1332,35.1,-96.4,OK,1
1333,35.1,-94.6,OK,1
1334,35.1,-93.9,AR,1
1335,35.1,-92.5,AR,2
1336,35.1,-92.4,AR,1
1337,35.1,-91.9,AR,1
1338,35.1,-89.9,TN,1
1339,35.1,-89.8,TN,1
1340,35.1,-88.6,TN,1
1341,35.1,-86.6,TN,1
1342,35.1,-85.3,TN,2
1343,35.1,-85.1,TN,1
1344,35.1,-84.9,TN,1
1345,35.1,-84.0,NC,1
1346,35.1,-82.0,SC,1
1347,35.1,-81.7,SC,1
1348,35.1,-81.1,SC,1
1349,35.1,-80.9,NC,2
1350,35.1,-80.8,NC,1
1351,35.1,-80.7,NC,1
1352,35.1,-80.6,NC,1
1353,35.1,-79.1,NC,1
1354,35.1,-79.0,NC,1
1355,35.1,-78.9,NC,2
1356,35.1,-77.1,NC,2
1357,35.1,-76.8,NC,1
1358,35.2,-114.0,AZ,1
1359,35.2,-111.7,AZ,1
1360,35.2,-111.6,AZ,1
1361,35.2,-106.7,NM,4
1362,35.2,-101.9,TX,3
1363,35.2,-101.8,TX,2
1364,35.2,-97.5,OK,2
1365,35.2,-97.4,OK,3
1366,35.2,-96.7,OK,1
1367,35.2,-94.3,AR,1
1368,35.2,-93.2,AR,1
1369,35.2,-92.7,AR,1
1370,35.2,-92.4,AR,1
1371,35.2,-91.8,AR,1
1372,35.2,-91.7,AR,1
1373,35.2,-90.2,AR,2
1374,35.2,-89.9,TN,1
1375,35.2,-89.8,TN,3
1376,35.2,-89.5,TN,1
1377,35.2,-88.2,TN,1
1378,35.2,-87.1,TN,1
1379,35.2,-86.1,TN,1
1380,35.2,-85.2,TN,3
1381,35.2,-84.8,TN,1
1382,35.2,-83.4,NC,1
1383,35.2,-81.4,NC,1
1384,35.2,-81.1,NC,1
1385,35.2,-80.9,NC,1
1386,35.2,-80.8,NC,1
1387,35.2,-80.7,NC,2
1388,35.2,-79.4,NC,1
1389,35.2,-79.0,NC,2
1390,35.2,-78.1,NC,1
1391,35.3,-119.1,CA,1
1392,35.3,-119.0,CA,1
1393,35.3,-106.6,NM,1
1394,35.3,-97.6,OK,2
1395,35.3,-97.5,OK,3
1396,35.3,-95.1,OK,1
1397,35.3,-94.4,AR,2
1398,35.3,-93.7,AR,1
1399,35.3,-93.2,AR,1
1400,35.3,-93.1,AR,1
1401,35.3,-90.8,AR,1
1402,35.3,-89.0,TN,1
1403,35.3,-87.3,TN,1
1404,35.3,-82.7,NC,1
1405,35.3,-82.4,NC,1
1406,35.3,-81.9,NC,1
1407,35.3,-81.5,NC,1
1408,35.3,-81.2,NC,2
1409,35.3,-81.1,NC,1
1410,35.3,-81.0,NC,1
1411,35.3,-80.9,NC,1
1412,35.3,-80.8,NC,1
1413,35.3,-80.7,NC,1
1414,35.3,-80.5,NC,1
1415,35.3,-80.2,NC,1
1416,35.3,-78.6,NC,1
1417,35.3,-77.9,NC,1
1418,35.3,-77.6,NC,1
1419,35.4,-119.1,CA,3
1420,35.4,-119.0,CA,2
1421,35.4,-118.9,CA,1
1422,35.4,-99.4,OK,1
1423,35.4,-97.7,OK,1
1424,35.4,-97.6,OK,1
1425,35.4,-97.5,OK,4
1426,35.4,-97.4,OK,2
1427,35.4,-96.9,OK,1
1428,35.4,-96.0,OK,1
1429,35.4,-94.4,AR,2
1430,35.4,-94.3,AR,1
1431,35.4,-93.5,AR,1
1432,35.4,-89.9,TN,1
1433,35.4,-86.2,TN,1
1434,35.4,-85.4,TN,1
1435,35.4,-83.2,NC,1
1436,35.4,-81.3,NC,1
1437,35.4,-80.8,NC,1
1438,35.4,-80.7,NC,2
1439,35.4,-80.6,NC,1
1440,35.4,-79.8,NC,1
1441,35.4,-79.1,NC,1
1442,35.4,-78.1,NC,1
1443,35.4,-77.9,NC,2
1444,35.5,-108.8,NM,1
1445,35.5,-98.7,OK,1
1446,35.5,-98.0,OK,1
1447,35.5,-97.8,OK,1
1448,35.5,-97.7,OK,1
1449,35.5,-97.6,OK,3
1450,35.5,-97.5,OK,1
1451,35.5,-97.4,OK,2
1452,35.5,-97.3,OK,1
1453,35.5,-95.5,OK,1
1454,35.5,-94.8,OK,1
1455,35.5,-94.4,AR,1
1456,35.5,-94.2,AR,1
1457,35.5,-93.8,AR,1
1458,35.5,-92.0,AR,1
1459,35.5,-89.7,TN,1
1460,35.5,-86.8,TN,1
1461,35.5,-86.5,TN,1
1462,35.5,-86.0,TN,1
1463,35.5,-85.0,TN,1
1464,35.5,-84.6,TN,1
1465,35.5,-84.4,TN,1
1466,35.5,-83.0,NC,1
1467,35.5,-82.5,NC,2
1468,35.5,-81.2,NC,1
1469,35.5,-81.0,NC,1
1470,35.5,-80.6,NC,1
1471,35.5,-78.3,NC,1
1472,35.6,-120.7,CA,1
1473,35.6,-119.4,CA,1
1474,35.6,-117.7,CA,1
1475,35.6,-106.0,NM,1
1476,35.6,-105.2,NM,1
1477,35.6,-101.0,TX,1
1478,35.6,-97.7,OK,1
1479,35.6,-97.6,OK,1
1480,35.6,-97.5,OK,3
1481,35.6,-97.4,OK,1
1482,35.6,-96.0,OK,1
1483,35.6,-92.5,AR,1
1484,35.6,-91.3,AR,1
1485,35.6,-89.2,TN,1
1486,35.6,-88.8,TN,1
1487,35.6,-87.5,TN,1
1488,35.6,-87.1,TN,1
1489,35.6,-84.5,TN,1
1490,35.6,-82.5,NC,1
1491,35.6,-82.0,NC,1
1492,35.6,-80.9,NC,1
1493,35.6,-80.8,NC,1
1494,35.6,-78.8,NC,2
1495,35.6,-78.6,NC,1
1496,35.6,-77.4,NC,4
1497,35.6,-77.3,NC,1
1498,35.6,-77.1,NC,1
1499,35.7,-119.2,CA,1
1500,35.7,-106.0,NM,1
1501,35.7,-101.4,TX,1
1502,35.7,-97.5,OK,2
1503,35.7,-96.8,OK,1
1504,35.7,-90.5,AR,1
1505,35.7,-90.0,AR,1
1506,35.7,-88.9,TN,1
1507,35.7,-88.4,TN,1
1508,35.7,-85.8,TN,1
1509,35.7,-84.0,TN,1
1510,35.7,-82.6,NC,1
1511,35.7,-81.7,NC,1
1512,35.7,-81.3,NC,2
1513,35.7,-81.2,NC,2
